Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcodes,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Age group (product.metafields.shopify.age-group),Animal feed form (product.metafields.shopify.animal-feed-form),Boot style (product.metafields.shopify.boot-style),Boot type (product.metafields.shopify.boot-type),Chicken feed stage (product.metafields.shopify.chicken-feed-stage),Closure type (product.metafields.shopify.closure-type),Clothing features (product.metafields.shopify.clothing-features),Color (product.metafields.shopify.color-pattern),Construction (product.metafields.shopify.construction),Embellishment/Trim material (product.metafields.shopify.embellishment-trim-material),Fabric (product.metafields.shopify.fabric),Footwear material (product.metafields.shopify.footwear-material),Handwear material (product.metafields.shopify.handwear-material),Heel height type (product.metafields.shopify.heel-height-type),Horse category (product.metafields.shopify.horse-category),Ingredient category (product.metafields.shopify.ingredient-category),Livestock food ingredients (product.metafields.shopify.livestock-food-ingredients),Material (product.metafields.shopify.material),Neckline (product.metafields.shopify.neckline),Occasion style (product.metafields.shopify.occasion-style),Outerwear clothing features (product.metafields.shopify.outerwear-clothing-features),Package type (product.metafields.shopify.package-type),Pet food flavor (product.metafields.shopify.pet-food-flavor),Pet food form (product.metafields.shopify.pet-food-form),Shoe features (product.metafields.shopify.shoe-features),Shoe fit (product.metafields.shopify.shoe-fit),Size (product.metafields.shopify.size),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Toe style (product.metafields.shopify.toe-style),Top length type (product.metafields.shopify.top-length-type),Variant Image,Variant Weight Unit,Variant Tax Code,Status
shortie-thin-fleece,,,,,,,,,Navy/Raspberry,,,S,,,,,,0.0,manual,129.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/shortie-thin-taupe-fleece-photo.jpg?v=1777192270,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
shortie-thin-fleece,,,,,,,,,Navy/Penelope Pink,,,XXS,,,,,,0.0,manual,129.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/shortie-thin-taupe-fleece-photo-front.jpg?v=1777192270,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
shortie-thin-fleece,,,,,,,,,Navy/Penelope Pink,,,XXS Tall,,,,,,0.0,manual,129.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/shortie-thin-fleece-steelblue-photo.jpg?v=1777192241,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
shortie-thin-fleece,,,,,,,,,Navy/Penelope Pink,,,XS,,,,,,0.0,manual,129.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/shortie-thin-navy-fleece-photo.jpg?v=1777192185,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
shortie-thin-fleece,,,,,,,,,Navy/Penelope Pink,,,XS Tall,,,,,,0.0,manual,129.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/shortie-thin-fleece-steelblue-back.jpg?v=1777192239,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
shortie-thin-fleece,,,,,,,,,Navy/Penelope Pink,,,S,,,,,,0.0,manual,129.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/shortie-thin-fleece-steelblue-front.jpg?v=1777192239,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
shortie-thin-fleece,,,,,,,,,Taupe,,,XXS,,,,,,0.0,manual,129.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/shortie-thin-navy-fleece-back.jpg?v=1777192183,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
shortie-thin-fleece,,,,,,,,,Taupe,,,XXS Tall,,,,,,0.0,manual,129.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/shortie-thin-navy-fleece-front.jpg?v=1777192183,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
shortie-thin-fleece,,,,,,,,,Taupe,,,XS,,,,,,0.0,manual,129.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
shortie-thin-fleece,,,,,,,,,Taupe,,,XS Tall,,,,,,0.0,manual,129.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
shortie-thin-fleece,,,,,,,,,Taupe,,,S,,,,,,0.0,manual,129.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
shortie-thin-fleece,,,,,,,,,Steel Blue/Blue,,,XXS,,,,,,0.0,manual,129.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
shortie-thin-fleece,,,,,,,,,Steel Blue/Blue,,,XXS Tall,,,,,,0.0,manual,129.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
shortie-thin-fleece,,,,,,,,,Steel Blue/Blue,,,XS,,,,,,0.0,manual,129.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
shortie-thin-fleece,,,,,,,,,Steel Blue/Blue,,,XS Tall,,,,,,0.0,manual,129.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
shortie-thin-fleece,,,,,,,,,Steel Blue/Blue,,,S,,,,,,0.0,manual,129.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-grip-handle-crop-with-black-button-top,Rhinegold Grip Handle Crop With Black Button Top,<p>Rhinegold Grip Handle Crop With Black Button Top by Rhinegold.</p>,Rhinegold,Uncategorized,Whips & Crops,"snowhill, whips & crops",true,Colour,Purple,,Size,One Size,,,,,3024-PUR-OneSi,0.0,manual,10.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/3024RhinegoldGripHandleCropWithBlackButtonTop.jpg?v=1780480076,1,,false,Rhinegold Grip Handle Crop With Black Button Top,"A grip handle riding crop with a black button top, sized for schooling and everyday riding. UK delivery available.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,active
rhinegold-grip-handle-crop-with-black-button-top,,,,,,,,,Red,,,One Size,,,,,3024-RED-OneSi,0.0,manual,10.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-grip-handle-crop-with-black-button-top,,,,,,,,,White,,,One Size,,,,,3024-WHI-OneSi,0.0,manual,10.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
harlequin-riding-crop,Harlequin Riding Crop,"<p class=""description"">This plain design riding crop is a practical and reliable choice for everyday riding. Featuring a comfortable grip handle and slim looped keeper, it offers secure handling and a classic, understated look.<br><br>Ideal for general riding and training use.<br></p>
<ul class=""bullets""></ul>",Harlequin,Uncategorized,Whips & Crops,"snowhill, whips & crops",true,Colour,Black,,Size,One Size,,,,,RC015-BLA-OneSi,0.0,manual,5.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/RC015HarlequinRidingCrop.jpg?v=1780480260,1,,false,Harlequin Riding Crop | New Forest Country Store,This plain design riding crop is a practical and reliable choice for everyday riding. UK delivery available.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,active
harlequin-riding-crop,,,,,,,,,Lilac,,,One Size,,,,,RC015-LIL-OneSi,0.0,manual,5.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
harlequin-riding-crop,,,,,,,,,Navy,,,One Size,,,,,RC015-NAV-OneSi,0.0,manual,5.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-mini-summer-sheet,Rhinegold Mini Summer Sheet,"<p>This best-selling cotton mix summer sheet is perfect for travel, stable use, or after a washdown. It features a fleece wither pad to relieve pressure, fully adjustable crossover surcingles, a single chest strap, and includes a fillet string.</p>
<p>All Rhinegold Summer Sheets are certified to OEKO-TEX ® Standard 100.<br>This standard sets the benchmark for textile safety, from yarn to finished product. Every item passing the STANDARD 100 is certified as having passed safety tests for the presence of harmful substances.</p>",Rhinegold,Home & Garden > Linens & Bedding > Bedding > Bed Sheets,Summer Sheets,"snowhill, summer sheets",true,Colour,Navy Bound Baby Blue,,Size,3/6,,,,,613A-NAV-3/6,0.0,manual,30.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/613ARhinegoldMiniSummerSheet.jpg?v=1780479568,1,,false,Rhinegold Mini Summer Sheet | New Forest Country Store,"A pony-sized cotton mix summer sheet with a fleece wither pad, ideal for travel, stable use or after a washdown. UK delivery available.",,,,,,,,,,,,,,,,,,,,navy,,,,,,,,,,,,,,,,,,,,,,,,,lb,,active
rhinegold-mini-summer-sheet,,,,,,,,,Navy Bound Baby Blue,,,3/9,,,,,613A-NAV-3/9,0.0,manual,30.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-mini-summer-sheet,,,,,,,,,Navy Bound Baby Blue,,,4/0,,,,,613A-NAV-4/0,0.0,manual,30.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-mini-summer-sheet,,,,,,,,,Navy Bound Baby Blue,,,4/3,,,,,613A-NAV-4/3,0.0,manual,30.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-summer-sheet-cotton-rug,Rhinegold Summer Sheet Cotton Rug,"<p>This best-selling cotton mix summer sheet is perfect for travel, stable use, or after a washdown. It features a fleece wither pad to relieve pressure, fully adjustable crossover surcingles, a single chest strap, and includes a fillet string.</p>
<p>A lightweight and versatile this rug is a tackroom essential offering comfort and practicality for a variety of uses.<br></p>",Rhinegold,Sporting Goods > Outdoor Recreation > Equestrian > Horse Care > Horse Blankets & Sheets > Coolers & Dress Sheets,Summer Sheets,"snowhill, summer sheets",true,Colour,Navy Bound Baby Blue,,Size,"4'3""",,,,,"613-NAV-4'3""",0.0,manual,30.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/613RhinegoldSummerSheetCottonRug.jpg?v=1780479538,1,,false,Rhinegold Summer Sheet Cotton Rug | New Forest Country Store,A best-selling cotton mix summer sheet with fleece wither pad and adjustable fittings for travel and stable use. UK delivery available.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,active
rhinegold-summer-sheet-cotton-rug,,,,,,,,,Navy Bound Baby Blue,,,"4'6""",,,,,"613-NAV-4'6""",0.0,manual,30.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-summer-sheet-cotton-rug,,,,,,,,,Navy Bound Baby Blue,,,"4'9""",,,,,"613-NAV-4'9""",0.0,manual,30.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-summer-sheet-cotton-rug,,,,,,,,,Navy Bound Baby Blue,,,"5'0""",,,,,"613-NAV-5'0""",0.0,manual,30.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-summer-sheet-cotton-rug,,,,,,,,,Navy Bound Baby Blue,,,"5'3""",,,,,"613-NAV-5'3""",0.0,manual,30.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-summer-sheet-cotton-rug,,,,,,,,,Navy Bound Baby Blue,,,"5'6""",,,,,"613-NAV-5'6""",0.0,manual,30.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-summer-sheet-cotton-rug,,,,,,,,,Navy Bound Baby Blue,,,"5'9""",,,,,"613-NAV-5'9""",0.0,manual,30.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-summer-sheet-cotton-rug,,,,,,,,,Navy Bound Baby Blue,,,"6'0""",,,,,"613-NAV-6'0""",0.0,manual,30.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-summer-sheet-cotton-rug,,,,,,,,,Navy Bound Baby Blue,,,"6'3""",,,,,"613-NAV-6'3""",0.0,manual,30.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-summer-sheet-cotton-rug,,,,,,,,,Navy Bound Baby Blue,,,"6'6""",,,,,"613-NAV-6'6""",0.0,manual,30.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-summer-sheet-cotton-rug,,,,,,,,,Navy Bound Baby Blue,,,"6'9""",,,,,"613-NAV-6'9""",0.0,manual,30.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-summer-sheet-cotton-rug,,,,,,,,,Navy Bound Baby Blue,,,"7'0""",,,,,"613-NAV-7'0""",0.0,manual,30.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-pro-riding-hat-traditional-finish-pas-015-standard,Rhinegold 'Pro' Riding Hat Traditional Finish,"<p><meta charset=""utf-8""><span>The Rhinegold ‘Pro’ Vented Riding Hat is a carefully styled and rigorously designed competition-grade hat. Featuring a soft feel harness with removable, washable liner. European-style red release clip. </span></p>
<p><span>The Rhinegold Pro holds the British Kitemark PAS015:2011/EN1384:2023</span></p>
<p><span>The PAS015:2011 standard is approved and actively preferred by the British Horse Society The Pony Club , British Dressage and British Showjumping for use in riding schools and at showground events</span></p>",Rhinegold,Uncategorized,Riding Hats & Silks,"riding hats & silks, snowhill",true,Colour,Black,,Size,6 3/8 (52cm),,,,,761-BLA-63/8,0.0,manual,89.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/761Rhinegold_Pro_RidingHatTraditionalFinishPAS015STANDARD.jpg?v=1780480315,1,,false,Rhinegold 'Pro' Riding Hat Traditional Finish,The Rhinegold 'Pro' Vented Riding Hat is a carefully styled and rigorously designed competition-grade hat. UK delivery available.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,active
rhinegold-pro-riding-hat-traditional-finish-pas-015-standard,,,,,,,,,Black,,,6 1/2 (53cm),,,,,761-BLA-61/2,0.0,manual,89.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-pro-riding-hat-traditional-finish-pas-015-standard,,,,,,,,,Black,,,6 5/8 (54cm),,,,,761-BLA-65/8,0.0,manual,89.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-pro-riding-hat-traditional-finish-pas-015-standard,,,,,,,,,Black,,,6 3/4 (55cm),,,,,761-BLA-63/4,0.0,manual,89.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-pro-riding-hat-traditional-finish-pas-015-standard,,,,,,,,,Black,,,6 7/8 (56cm),,,,,761-BLA-67/8,0.0,manual,89.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-pro-riding-hat-traditional-finish-pas-015-standard,,,,,,,,,Black,,,7 (57cm),,,,,761-BLA-7(57c,0.0,manual,89.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-pro-riding-hat-traditional-finish-pas-015-standard,,,,,,,,,Black,,,7 1/8 (58cm),,,,,761-BLA-71/8,0.0,manual,89.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-pro-riding-hat-traditional-finish-pas-015-standard,,,,,,,,,Black,,,7 1/4 (59cm),,,,,761-BLA-71/4,0.0,manual,89.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-pro-riding-hat-traditional-finish-pas-015-standard,,,,,,,,,Black,,,7 3/8 (60cm),,,,,761-BLA-73/8,0.0,manual,89.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-pro-riding-hat-traditional-finish-pas-015-standard,,,,,,,,,Black,,,7 1/2 (61cm),,,,,761-BLA-71/2,0.0,manual,89.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-pro-carbon-riding-helmet-hat,Rhinegold Pro Carbon Riding Helmet Hat,"<p><meta charset=""utf-8""><span>The Rhinegold Pro Carbon Riding Helmet blends striking design with reliable performance, making it an excellent choice for riders across disciplines. It features a high-shine central panel, elegantly framed and finished with self-coloured glitter for a refined yet eye-catching look.</span></p>
<p><span></span><span>Engineered for comfort, the helmet includes a Coolmax removable lining and central ventilation to help regulate temperature during rides. The smooth, lightweight carbon outer shell offers durability without added bulk, while the soft, padded leather harness ensures a secure and comfortable fit.</span></p>
<p><span>Certified to the British Kitemark PAS015:2011/ EN1384:2023 standard, this helmet meets and exceeds essential safety requirements for equestrian activities. The PAS015:2011 standard is approved and actively preferred by the British Horse Society , The Pony Club, British Dressage and British Showjumping making it suitable for use in riding schools and at affiliated competitions.</span></p>",Rhinegold,Uncategorized,Riding Hats & Silks,"riding hats & silks, snowhill",true,Colour,Black/Glitter,,Size,6.3/8 (52cm),,,,,717-BLA-6.3/8,0.0,manual,100.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/717RhinegoldProCarbonRidingHelmetHat.jpg?v=1780480236,1,,false,Rhinegold Pro Carbon Riding Helmet Hat,The Rhinegold Pro Carbon Riding Helmet blends striking design with reliable performance. UK delivery available.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,active
rhinegold-pro-carbon-riding-helmet-hat,,,,,,,,,Black/Glitter,,,6.1/2 (53cm),,,,,717-BLA-6.1/2,0.0,manual,100.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-pro-carbon-riding-helmet-hat,,,,,,,,,Black/Glitter,,,6.5/8 (54cm),,,,,717-BLA-6.5/8,0.0,manual,100.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-pro-carbon-riding-helmet-hat,,,,,,,,,Black/Glitter,,,6.3/4 (55cm),,,,,717-BLA-6.3/4,0.0,manual,100.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-pro-carbon-riding-helmet-hat,,,,,,,,,Black/Glitter,,,6.7/8 (56cm),,,,,717-BLA-6.7/8,0.0,manual,100.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-pro-carbon-riding-helmet-hat,,,,,,,,,Black/Glitter,,,7 (57cm),,,,,717-BLA-7(57c,0.0,manual,100.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-pro-carbon-riding-helmet-hat,,,,,,,,,Black/Glitter,,,7.1/8 (58cm),,,,,717-BLA-7.1/8,0.0,manual,100.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-pro-carbon-riding-helmet-hat,,,,,,,,,Black/Glitter,,,7.1/4 (59cm),,,,,717-BLA-7.1/4,0.0,manual,100.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-pro-carbon-riding-helmet-hat,,,,,,,,,Navy/Glitter,,,6.3/8 (52cm),,,,,717-NAV-6.3/8,0.0,manual,100.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-pro-carbon-riding-helmet-hat,,,,,,,,,Navy/Glitter,,,6.1/2 (53cm),,,,,717-NAV-6.1/2,0.0,manual,100.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-pro-carbon-riding-helmet-hat,,,,,,,,,Navy/Glitter,,,6.5/8 (54cm),,,,,717-NAV-6.5/8,0.0,manual,100.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-pro-carbon-riding-helmet-hat,,,,,,,,,Navy/Glitter,,,6.3/4 (55cm),,,,,717-NAV-6.3/4,0.0,manual,100.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-pro-carbon-riding-helmet-hat,,,,,,,,,Navy/Glitter,,,6.7/8 (56cm),,,,,717-NAV-6.7/8,0.0,manual,100.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-pro-carbon-riding-helmet-hat,,,,,,,,,Navy/Glitter,,,7 (57cm),,,,,717-NAV-7(57c,0.0,manual,100.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-pro-carbon-riding-helmet-hat,,,,,,,,,Navy/Glitter,,,7.1/8 (58cm),,,,,717-NAV-7.1/8,0.0,manual,100.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-pro-carbon-riding-helmet-hat,,,,,,,,,Navy/Glitter,,,7.1/4 (59cm),,,,,717-NAV-7.1/4,0.0,manual,100.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
harlequin-reflective-brushing-boots,Harlequin Reflective Brushing Boots,<p>Harlequin Reflective Brushing Boots by Harlequin.</p>,Harlequin,Sporting Goods > Outdoor Recreation > Equestrian > Horse Care > Horse Boots & Leg Wraps,Reflective Wear,"reflective wear, snowhill",true,Colour,Yellow,,Size,Cob,,,,,601-YEL-Cob/Fu,0.0,manual,17.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/601HarlequinReflectiveBrushingBoots.jpg?v=1780479811,1,,false,Harlequin Reflective Brushing Boots | New Forest Country Store,Reflective brushing boots that protect the legs from knocks while improving your visibility when hacking in poor light. UK delivery available.,,,,,,,,,,,,,all-ages,,,soft-boot,,,,green,,plastic,,,,,,,,synthetic; plastic,,,,,,,,,,,unisex,,,,lb,,active
harlequin-reflective-brushing-boots,,,,,,,,,Yellow,,,full,,,,,,0.0,manual,17.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-reflective-over-reach-boots,Rhinegold Reflective Over Reach Boots,"<p><meta charset=""utf-8""><span>Neoprene boots in bright yellow with double-touch tape closure and dayglo reflective piping around top and bottom of boot. Highly visible for road use.</span></p>",Rhinegold,Sporting Goods > Outdoor Recreation > Equestrian > Horse Care > Horse Boots & Leg Wraps,Reflective Wear,"reflective wear, snowhill",true,Colour,Yellow,,Size,Pony,,,,,655-YEL-Pony/C,0.0,manual,13.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/655RhinegoldReflectiveOverReachBoots.jpg?v=1780479880,1,,false,Rhinegold Reflective Over Reach Boots,Neoprene boots in bright yellow with double-touch tape closure and dayglo reflective piping around top and bottom of boot. UK delivery available.,,,,,,,,,,,,,all-ages,,,soft-boot,,,,green,,nylon,,,,,,,,neoprene; synthetic,,,,,,,,,,,,,,,lb,,active
rhinegold-reflective-over-reach-boots,,,,,,,,,Yellow,,,cob,,,,,,0.0,manual,13.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
rhinegold-reflective-over-reach-boots,,,,,,,,,Yellow,,,full,,,,,,0.0,manual,13.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,
harlequin-reflective-tailguard,Harlequin Reflective Tailguard,<p>Harlequin Reflective Tailguard by Harlequin.</p>,Harlequin,Uncategorized,Reflective Wear,"reflective wear, snowhill",true,Colour,Yellow,,Size,One Size,,,,,695-YEL-OneSi,0.0,manual,6.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/695HarlequinReflectiveTailguard.jpg?v=1780480286,1,,false,Harlequin Reflective Tailguard | New Forest Country Store,A reflective tailguard that protects the tail in transit and helps you stay seen on the roads and in low light. UK delivery available.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,active
