Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcodes,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Age group (product.metafields.shopify.age-group),Animal feed form (product.metafields.shopify.animal-feed-form),Boot style (product.metafields.shopify.boot-style),Boot type (product.metafields.shopify.boot-type),Chicken feed stage (product.metafields.shopify.chicken-feed-stage),Closure type (product.metafields.shopify.closure-type),Clothing features (product.metafields.shopify.clothing-features),Color (product.metafields.shopify.color-pattern),Construction (product.metafields.shopify.construction),Embellishment/Trim material (product.metafields.shopify.embellishment-trim-material),Fabric (product.metafields.shopify.fabric),Footwear material (product.metafields.shopify.footwear-material),Handwear material (product.metafields.shopify.handwear-material),Heel height type (product.metafields.shopify.heel-height-type),Horse category (product.metafields.shopify.horse-category),Ingredient category (product.metafields.shopify.ingredient-category),Livestock food ingredients (product.metafields.shopify.livestock-food-ingredients),Material (product.metafields.shopify.material),Neckline (product.metafields.shopify.neckline),Occasion style (product.metafields.shopify.occasion-style),Outerwear clothing features (product.metafields.shopify.outerwear-clothing-features),Package type (product.metafields.shopify.package-type),Pet food flavor (product.metafields.shopify.pet-food-flavor),Pet food form (product.metafields.shopify.pet-food-form),Shoe features (product.metafields.shopify.shoe-features),Shoe fit (product.metafields.shopify.shoe-fit),Size (product.metafields.shopify.size),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Toe style (product.metafields.shopify.toe-style),Top length type (product.metafields.shopify.top-length-type),Variant Image,Variant Weight Unit,Variant Tax Code,Status
horseware-pony-cavesson-bridle,Horseware Pony Cavesson Bridle,"<p>A neatly proportioned cavesson bridle scaled for ponies, made from quality leather with a clean, traditional finish. Practical for everyday use in all disciplines — schooling, hacking, Pony Club and competition.</p><p>Solid fittings, even stitching and good attention to finish make this an excellent value bridle for ponies. Easy to clean and maintain.</p><p>Available in Black and Brown. Pony size.</p>",Horseware Ireland,Sporting Goods > Outdoor Recreation > Equestrian > Horse Tack > Bridles,,Horseware Ireland,true,Colour,Black,,Size,Pony,,,,,SBHCNP-K000-PY,0.0,manual,79.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/HorsewarePonyCavessonBridleBlack.jpg?v=1783353419,1,,false,Horseware Pony Cavesson Bridle | New Forest Country Store,"Practical for everyday use in all disciplines - schooling, hacking, pony Club and competition. UK delivery available.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,active
horseware-pony-cavesson-bridle,,,,,,,,,Brown,,,Pony,,,,,SBHCNP-N000-PY,0.0,manual,79.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/HorsewarePonyCavessonBridleBlack3.jpg?v=1783353424,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,
horseware-pony-cavesson-bridle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/HorsewarePonyCavessonBridleBlack2.jpg?v=1783353431,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
horseware-cavesson-bridle,Horseware Cavesson Bridle,"<p>A well-made, versatile cavesson bridle from Horseware Ireland. Clean in design and practical in construction, this bridle is a reliable everyday choice for schooling, hacking and competition. The cavesson noseband provides a neat, traditional look without adding unnecessary restriction.</p><p>Quality leather with solid fittings and even stitching throughout. Suitable for horses of most head shapes. Easy to fit, adjust and clean.</p><p>Available in Black and Brown. Sizes Cob and Full.</p>",Horseware Ireland,Sporting Goods > Outdoor Recreation > Equestrian > Horse Tack > Bridles,,Horseware Ireland,true,Colour,Black,,Size,Cob,,,,,SBHCN0-K000-CO,0.0,manual,94.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/HorsewareCavessonBridleBrown.jpg?v=1783353717,1,,false,Horseware Cavesson Bridle | New Forest Country Store,"Clean in design and practical in construction, this bridle is a reliable everyday choice for schooling, hacking and competition. UK delivery available.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,active
horseware-cavesson-bridle,,,,,,,,,Black,,,Full,,,,,SBHCN0-K000-FU,0.0,manual,94.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/HorsewareCavessonBridleBrown2.jpg?v=1783353710,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,
horseware-cavesson-bridle,,,,,,,,,Brown,,,Cob,,,,,SBHCN0-N000-CO,0.0,manual,94.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/HorsewareCavessonBridleBrown3.jpg?v=1783353701,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,
horseware-cavesson-bridle,,,,,,,,,Brown,,,Full,,,,,SBHCN0-N000-FU,0.0,manual,94.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/HorsewareCavessonBridleBlack.jpg?v=1783353723,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,
horseware-cavesson-bridle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/HorsewareCavessonBridleBlack2.jpg?v=1783353726,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
horseware-cavesson-bridle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/HorsewareCavessonBridleBlack3.jpg?v=1783353701,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
horseware-micklem-competition-bridle,Horseware Micklem Competition Bridle,"<p>The Horseware Micklem Bridle is one of the most significant developments in bridle design in recent decades, developed by William Micklem following extensive research into equine facial anatomy and nerve pathways. By repositioning the noseband, cheekpieces and browband away from sensitive facial nerves and bones, the Micklem reduces discomfort and tension, allowing horses to work in a more relaxed, correct outline.</p><p>The Competition Bridle features a refined, elegant finish suitable for all affiliated disciplines. Many riders report improved acceptance of the bit, greater relaxation through the jaw and improved performance after switching to a Micklem. Compatible with standard bits and can also be used as a lungeing cavesson.</p><p>Available in Black and Dark Havana. Sizes Pony, Cob and Full.</p>",Horseware Ireland,Sporting Goods > Outdoor Recreation > Equestrian > Horse Tack > Bridles,,Horseware Ireland,true,Colour,Black,,Size,Pony,,,,,SBMBN1-K000-PY,0.0,manual,155.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/HorsewareMicklemCompetitionBridleDarkHavana.jpg?v=1783353263,1,,false,Horseware Micklem Competition Bridle,The Horseware Micklem Bridle is one of the most significant developments in bridle design in recent decades. UK delivery available.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,active
horseware-micklem-competition-bridle,,,,,,,,,Dark Havana,,,Cob,,,,,SBMBN1-NAB0-CO,0.0,manual,155.90,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/HorsewareMicklemCompetitionBridleDarkHavana2.jpg?v=1783353286,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,
horseware-micklem-competition-bridle,,,,,,,,,Dark Havana,,,Full,,,,,SBMBN1-NAB0-FU,0.0,manual,155.90,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/HorsewareMicklemCompetitionBridleDarkHavana3.jpg?v=1783353280,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,
horseware-micklem-competition-bridle,,,,,,,,,Dark Havana,,,Pony,,,,,SBMBN1-NAB0-PY,0.0,manual,155.90,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/HorsewareMicklemCompetitionBridleBlack.jpg?v=1783353273,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,
horseware-micklem-competition-bridle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/HorsewareMicklemCompetitionBridleBlack2.jpg?v=1783353280,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
horseware-micklem-competition-bridle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/HorsewareMicklemCompetitionBridleBlack3.jpg?v=1783353273,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ice-vibe-cold-packs-leg-pk-of-6-pairs,Ice-Vibe Cold Packs,"<p>Ice-Vibe Cold Packs provide targeted cold therapy for the lower legs, helping to reduce heat, inflammation and swelling after exercise, competition or injury. Used in conjunction with the Ice-Vibe Boots (sold separately), these packs deliver consistent cold therapy directly to the tendons and soft tissue structures of the lower limb.</p>
<p>Each pair provides a generous supply for regular use or competition environments. Simply freeze, fit and allow the cold therapy to work. An established recovery tool used by equestrians at every level from amateur to elite competition.</p>
<p>Available in Black, Full size. Pack of 2</p>",Horseware Ireland,Sporting Goods > Outdoor Recreation > Equestrian > Horse Care > Horse Boots & Leg Wraps,,Horseware Ireland,true,Colour,Black,,Size,Full,,,,,DYHK61-K000-FU,0.0,manual,25.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/Ice-VibeColdPacks_Leg_Pkof6Pairs_3.jpg?v=1783353369,1,,false,Ice-Vibe Cold Packs | New Forest Country Store,Ice-Vibe Cold Packs provide targeted cold therapy for the lower legs. UK delivery available.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,active
ice-vibe-cold-packs-leg-pk-of-6-pairs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/Ice-VibeColdPacks_Leg_Pkof6Pairs_2.jpg?v=1783353374,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ice-vibe-cold-packs-leg-pk-of-6-pairs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/Ice-VibeColdPacks_Leg_Pkof6Pairs.jpg?v=1783353382,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amigo-flyrider,Amigo Flyrider,"<p>The Amigo Flyrider is a lightweight fly rug designed to be ridden in — offering protection from flies and insects both in the stable and under saddle. Made from a fine, breathable mesh, it fits neatly over the horse's back and quarters without restricting movement or interfering with tack.</p>
<p>A practical solution for horses that become agitated by flies during hacking or arena work. Simply leave it on when you tack up and remove after riding. Lightweight, easy to fit and simple to care for.</p>
<p>Sizes Small, Medium and Large.</p>",Horseware Ireland,Sporting Goods > Outdoor Recreation > Equestrian > Horse Care > Horse Blankets & Sheets > Fly & Sweet Itch Sheets,,Horseware Ireland,true,Colour,Silver/Titanium Grey & Silver,,Size,Large,,,,,AFRE10-IJI0-LA,0.0,manual,86.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/AmigoFlyrider2.jpg?v=1783353162,1,,false,Amigo Flyrider | New Forest Country Store,"A lightweight mesh fly rug designed to be ridden in, protecting against flies and insects in the stable and under saddle. UK delivery available.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,active
amigo-flyrider,,,,,,,,,Silver/Titanium Grey & Silver,,,Medium,,,,,AFRE10-IJI0-ME,0.0,manual,86.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/AmigoFlyrider3.jpg?v=1783353152,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,
amigo-flyrider,,,,,,,,,Silver/Titanium Grey & Silver,,,Small,,,,,AFRE10-IJI0-SM,0.0,manual,86.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/AmigoFlyrider.jpg?v=1783353159,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,
amigo-integrated-fly-sheet,Amigo Integrated Fly Sheet,"<p>The Amigo Integrated Fly Sheet from Horseware Ireland combines a lightweight fly sheet with an integrated neck cover for full-body fly and UV protection. Made from a tough yet breathable mesh, it effectively keeps flies, midges and insects at bay while allowing air to circulate freely, helping horses stay cool and comfortable during warmer months.</p>
<p>The integrated neck cover provides seamless coverage without gaps — ideal for horses sensitive to insects or prone to sun bleaching. Cross surcingles and leg straps keep the sheet securely in place in the field. Easy to fit, remove and wash.</p>
<p>Sizes 66"" to 81"".</p>",Horseware Ireland,Sporting Goods > Outdoor Recreation > Equestrian > Horse Care > Horse Blankets & Sheets > Fly & Sweet Itch Sheets,,Horseware Ireland,true,Colour,"Dragonfly Print/Silver, Blue & Sage",,Size,"66""",,,,,AFRNGS-IICG-66,0.0,manual,55.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/AmigoIntegratedFlySheet3.jpg?v=1783353326,1,,false,Amigo Integrated Fly Sheet | New Forest Country Store,"A lightweight fly sheet with an integrated neck cover, giving full-body protection from flies and UV rays. UK delivery available.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,active
amigo-integrated-fly-sheet,,,,,,,,,"Dragonfly Print/Silver, Blue & Sage",,,"69""",,,,,AFRNGS-IICG-69,0.0,manual,55.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/AmigoIntegratedFlySheet.jpg?v=1783353331,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,
amigo-integrated-fly-sheet,,,,,,,,,"Dragonfly Print/Silver, Blue & Sage",,,"72""",,,,,AFRNGS-IICG-72,0.0,manual,55.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,
amigo-integrated-fly-sheet,,,,,,,,,"Dragonfly Print/Silver, Blue & Sage",,,"75""",,,,,AFRNGS-IICG-75,0.0,manual,55.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,
amigo-integrated-fly-sheet,,,,,,,,,"Dragonfly Print/Silver, Blue & Sage",,,"78""",,,,,AFRNGS-IICG-78,0.0,manual,55.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,
amigo-integrated-fly-sheet,,,,,,,,,"Dragonfly Print/Silver, Blue & Sage",,,"81""",,,,,AFRNGS-IICG-81,0.0,manual,55.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,
akoni-0g-turnout-rug-with-classic-neck-cover,Premier Equine Akoni 0g Turnout Rug with Classic Neck Cover,"<p>A lightweight 0g turnout rug with an attached classic neck cover — ideal for spring and autumn turnout, or as a rain sheet for horses that don't require additional warmth. The waterproof, breathable outer shell keeps horses dry in wet conditions without causing overheating on milder days.</p><p>The classic neck cover attaches securely to the main rug body and provides additional coverage over the neck and withers. Fitted with cross surcingles, leg straps and a shaped wither pad to prevent rubbing. Available in Navy. Sizes from 5'3"" to 7'0"".</p>",Premier Equine,Sporting Goods > Outdoor Recreation > Equestrian > Horse Care > Horse Blankets & Sheets > Turnout Blankets,,Premier Equine,true,Colour,Navy,,Size,"5'3""",,,,,204053N,0.0,manual,162.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/Akoni_0g_Turnout_Rug_with_Classic_Neck_Cover_Navy.jpg?v=1783592837,1,,false,Premier Equine Akoni 0g Turnout Rug with Classic Neck Cover,"The waterproof, breathable outer shell keeps horses dry in wet conditions without causing overheating on milder days. UK delivery available.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,active
akoni-0g-turnout-rug-with-classic-neck-cover,,,,,,,,,Navy,,,"5'6""",,,,,204056N,0.0,manual,162.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/Akoni0gTurnoutRugwithClassicNeckCoverNavy2.jpg?v=1783333563,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,
akoni-0g-turnout-rug-with-classic-neck-cover,,,,,,,,,Navy,,,"5'9""",,,,,204059N,0.0,manual,162.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/Akoni0gTurnoutRugwithClassicNeckCoverNavy3.jpg?v=1783333570,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,
akoni-0g-turnout-rug-with-classic-neck-cover,,,,,,,,,Navy,,,"6'0""",,,,,204060N,0.0,manual,162.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/Akoni0gTurnoutRugwithClassicNeckCoverNavy4.jpg?v=1783333581,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,
akoni-0g-turnout-rug-with-classic-neck-cover,,,,,,,,,Navy,,,"6'3""",,,,,204063N,0.0,manual,162.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/Akoni0gTurnoutRugwithClassicNeckCoverNavy5.jpg?v=1783333576,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,
akoni-0g-turnout-rug-with-classic-neck-cover,,,,,,,,,Navy,,,"6'6""",,,,,204066N,0.0,manual,162.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,
akoni-0g-turnout-rug-with-classic-neck-cover,,,,,,,,,Navy,,,"6'9""",,,,,204069N,0.0,manual,162.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,
akoni-0g-turnout-rug-with-classic-neck-cover,,,,,,,,,Navy,,,"7'0""",,,,,204070N,0.0,manual,162.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,
carbon-air-tech-single-locking-brushing-boots,Premier Equine Carbon Air-Tech Single Locking Brushing Boots,"<p>The Carbon Air-Tech Brushing Boot combines a carbon fibre strike plate with an open-cell foam body for effective protection and ventilation. The carbon plate is positioned to absorb and deflect impact from brushing, while the breathable construction helps reduce heat build-up during work.</p><p>The single-locking closure gives a quick, reliable fit that stays secure throughout the session. A durable, well-specified boot that offers a step up in protection for horses in regular schooling or competition work.</p><p>Sold as a set. Available in a range of sizes.</p>",Premier Equine,Sporting Goods > Outdoor Recreation > Equestrian > Horse Care > Horse Boots & Leg Wraps > Horse Boots,,Premier Equine,true,Colour,Black,,Size,S,,,,,1026SBLK,0.0,manual,44.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/CarbonAir-TechSingleLockingBrushingBoots.jpg?v=1783333615,1,,false,Premier Equine Carbon Air-Tech Single Locking Brushing Boots,"A carbon fibre strike plate over a ventilated open-cell foam body, giving protection without trapping heat. UK delivery available.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,active
carbon-air-tech-single-locking-brushing-boots,,,,,,,,,Black,,,M,,,,,1026MBLK,0.0,manual,44.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/CarbonAir-TechSingleLockingBrushingBoots2.jpg?v=1783333630,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,
carbon-air-tech-single-locking-brushing-boots,,,,,,,,,Black,,,L,,,,,1026LBLK,0.0,manual,44.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/Carbon_Air-Tech_Single_Locking_Brushing_Boots3.jpg?v=1783593452,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,
carbon-air-tech-single-locking-brushing-boots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/CarbonAir-TechSingleLockingBrushingBoots4.jpg?v=1783333622,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
artemis-matte-jockey-skull-carbon-shield,Premier Equine Artemis Matte Jockey Skull Carbon Shield,"<p>A high-performance jockey skull with a matte carbon-look outer shell, designed for riders competing across country or in disciplines requiring a skull cap. Certified to current safety standards, the Artemis provides comprehensive head protection with a lightweight, streamlined profile.</p><p>The internal harness and retention system is fully adjustable for a secure fit. The matte finish gives a sharp, modern appearance. Suitable for eventing, racing and any discipline where a skull cap is worn. Must be fitted correctly before purchase — helmets cannot be returned once worn.</p>",Premier Equine,Sporting Goods > Outdoor Recreation > Equestrian > Riding Apparel & Accessories > Equestrian Helmets,,Premier Equine,true,Colour,Carbon Shield Black,,Size,XS,,,,,,0.0,manual,94.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/ArtemisMatteJockeySkullCarbonShield.jpg?v=1783331785,1,,false,Premier Equine Artemis Matte Jockey Skull Carbon Shield,"Certified to current safety standards, the Artemis provides comprehensive head protection with a lightweight, streamlined profile. UK delivery available.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,active
artemis-matte-jockey-skull-carbon-shield,,,,,,,,,Carbon Shield Black,,,S,,,,,4907SC,0.0,manual,94.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/Artemis_Matte_Jockey_Skull_Carbon_Shield2.jpg?v=1783592295,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,
artemis-matte-jockey-skull-carbon-shield,,,,,,,,,Carbon Shield Black,,,M,,,,,4907MC,0.0,manual,94.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/ArtemisMatteJockeySkullCarbonShield4.jpg?v=1783331760,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,
artemis-matte-jockey-skull-carbon-shield,,,,,,,,,Carbon Shield Black,,,L,,,,,4907LC,0.0,manual,94.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/ArtemisMatteJockeySkullCarbonShield3.jpg?v=1783331776,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,
endeavour-horse-riding-helmet,Premier Equine Endeavour Horse Riding Helmet,"<p>The Endeavour is Premier Equine's premium riding helmet, designed for riders seeking enhanced protection and a more refined finish. Certified to current international safety standards, it combines a robust outer shell with an energy-absorbing liner that provides reliable impact protection.</p><p>The Endeavour features an ergonomic fit system with micro-adjust retention for a precise, secure fit. A sleek, low-profile silhouette and quality harness make this helmet suitable for competition as well as everyday use. Must be tried on and fitted in person — helmets cannot be returned once worn.</p>",Premier Equine,Sporting Goods > Outdoor Recreation > Equestrian > Riding Apparel & Accessories > Equestrian Helmets,,Premier Equine,true,Colour,Space Black,,Size,S,,,,,4902SBLK,0.0,manual,95.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/EndeavourHorseRidingHelmet.jpg?v=1783333333,1,,false,Premier Equine Endeavour Horse Riding Helmet,"The Endeavour is Premier Equine's premium riding helmet, designed for riders seeking enhanced protection and a more refined finish. UK delivery available.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,active
endeavour-horse-riding-helmet,,,,,,,,,Space Black,,,M,,,,,4902MBLK,0.0,manual,95.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/Endeavour_Horse_Riding_Helmet2.jpg?v=1783593037,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,
endeavour-horse-riding-helmet,,,,,,,,,Space Black,,,L,,,,,4902LBLK,0.0,manual,95.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/EndeavourHorseRidingHelmet3.jpg?v=1783333334,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,
endeavour-horse-riding-helmet,,,,,,,,,Midnight Navy,,,S,,,,,,0.0,manual,95.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/EndeavourHorseRidingHelmet4.jpg?v=1783333322,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,
endeavour-horse-riding-helmet,,,,,,,,,Midnight Navy,,,M,,,,,,0.0,manual,95.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/EndeavourHorseRidingHelmet5.jpg?v=1783333314,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,
endeavour-horse-riding-helmet,,,,,,,,,Midnight Navy,,,L,,,,,,0.0,manual,95.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,
centauri-horse-riding-helmet,Premier Equine Centauri Horse Riding Helmet,"<p>The Centauri is a well-ventilated riding helmet offering reliable protection for everyday hacking, schooling and competition. Certified to current safety standards, it features an adjustable fit system that allows you to customise the fit for a secure, comfortable wear.</p><p>Multiple ventilation channels promote airflow to keep the head cooler during warm weather riding. A practical, well-priced helmet suitable for riders of all levels. Must be tried on and fitted correctly before purchase — helmets cannot be returned once worn.</p>",Premier Equine,Sporting Goods > Outdoor Recreation > Equestrian > Riding Apparel & Accessories > Equestrian Helmets,,Premier Equine,true,Colour,Midnight Navy,,Size,S,,,,,4901SN,0.0,manual,100.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/CentauriHorseRidingHelmet.jpg?v=1783332319,1,,false,Premier Equine Centauri Horse Riding Helmet,"The Centauri is a well-ventilated riding helmet offering reliable protection for everyday hacking, schooling and competition. UK delivery available.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,active
